bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
1925	M40-44	Holtsville NY	USA	Nurse	3.8 km	1:39:41	1:39:41	2:37/100m	307	1533	2038	180 km	6:41:02	8:31:17	26.93 km/h	286	1285	1559	42.195 km	5:12:48	13:51:53	7:24/km	276	1241	1528	10:34	7:48
1926	M40-44	Cincinnati OH	USA	Psychologist	3.8 km	1:01:18	1:01:18	1:36/100m	5	55	66	180 km	5:15:57	6:23:10	34.18 km/h	7	62	67	42.195 km	3:28:17	9:53:33	4:56/km	6	46	49	5:55	2:06
1927	M40-44	Wyckoff NJ	USA	Salesperson	3.8 km	1:32:53	1:32:53	2:26/100m	279	1372	1801	180 km	7:14:50	9:00:00	24.84 km/h	317	1480	1875	42.195 km	4:14:00	13:22:15	6:01/km	246	1079	1290	12:17	8:15
1928	M40-44	Sherbrooke QC	CAN	Other	3.8 km	1:17:15	1:17:15	2:01/100m	138	631	780	180 km	5:49:42	7:14:17	30.88 km/h	114	464	517	42.195 km	3:28:02	10:47:47	4:55/km	41	189	206	7:20	5:28
1929	M40-44	Mont-Tremblant QC	CAN	Construction	3.8 km	1:16:22	1:16:22	2:00/100m	121	585	719	180 km	6:04:01	7:31:28	29.67 km/h	170	690	773	42.195 km	4:36:32	12:18:36	6:33/km	167	697	800	11:05	10:36
1930	M40-44	Varennes QC	CAN	Other	3.8 km	1:16:04	1:16:04	2:00/100m	117	564	696	180 km	5:20:48	6:42:38	33.67 km/h	30	158	170	42.195 km	3:34:19	10:19:27	5:04/km	17	96	105	5:46	2:30
1931	M40-44	Lancaster MA	USA	Sales Manager	3.8 km	54:20	54:20	1:25/100m	1	2	2	180 km	5:40:45	6:43:14	31.69 km/h	34	163	175	42.195 km	4:04:45	10:53:07	5:48/km	49	209	228	8:09	5:08
1932	M40-44	Quebec QC	CAN	Other	3.8 km	1:18:17	1:18:17	2:03/100m	150	696	862	180 km	5:49:12	7:15:38	30.93 km/h	121	484	539	42.195 km	4:22:51	11:43:52	6:13/km	110	458	526	8:09	5:23
1933	M40-44	Saint-Eustache QC	CAN	Engineer	3.8 km	1:19:27	1:19:27	2:05/100m	173	778	972	180 km	6:43:45	8:15:21	26.75 km/h	263	1159	1366	42.195 km	4:25:38	12:47:20	6:17/km	205	875	1020	12:09	6:21
1934	M40-44	Quebec QC	CAN	Police	3.8 km	1:18:58	1:18:58	2:04/100m	165	743	922	180 km	6:04:06	7:31:15	29.66 km/h	168	685	767	42.195 km	4:38:07	12:14:54	6:35/km	163	681	779	8:11	5:32
1935	M40-44	Stafford VA	USA	Business Executive	3.8 km	1:12:10	1:12:10	1:53/100m	78	388	476	180 km	6:39:26	8:01:14	27.04 km/h	240	1034	1189	42.195 km	4:48:30	12:54:50	6:50/km	217	916	1074	9:38	5:06
																											
1937	M40-44	Lakeshore ON	CAN	Computer Programmer	3.8 km	1:59:02	1:59:02	3:07/100m	352	1729	2346	180 km	7:43:11	9:56:52	23.32 km/h	349	1690	2256	42.195 km	5:41:43	15:51:48	8:05/km	332	1586	2113	14:39	13:13
1938	M40-44	Montreal QC	CAN	Investment Management	3.8 km	1:24:50	1:24:50	2:13/100m	227	1050	1328	180 km	6:14:30	7:54:38	28.84 km/h	215	956	1093	42.195 km	4:12:06	12:14:32	5:58/km	159	675	773	15:18	7:48
1939	M40-44	Acton MA	USA	Financial Analyst	3.8 km	1:30:12	1:30:12	2:22/100m	261	1272	1664	180 km	6:59:08	8:40:36	25.77 km/h	296	1362	1671	42.195 km	5:14:12	14:03:01	7:26/km	280	1273	1582	11:16	8:13
1940	M40-44	Candiac QC	FRA	Culinary Arts	3.8 km	1:19:13	1:19:13	2:05/100m	169	757	943	180 km	6:06:56	7:35:24	29.43 km/h	177	733	826	42.195 km	4:12:36	11:54:14	5:59/km	126	536	616	9:15	6:14
1941	M40-44	Brandon MB	CAN	Physician	3.8 km	1:01:34	1:01:34	1:37/100m	7	58	70	180 km	6:08:35	7:14:59	29.30 km/h	118	476	529	42.195 km	4:52:52	12:11:28	6:56/km	153	658	755	4:50	3:37
1942	M40-44	St-Sauveur QC	CAN	Construction	3.8 km	1:14:12	1:14:12	1:57/100m	93	458	569	180 km	5:24:40	6:45:23	33.26 km/h	37	176	191	42.195 km	5:24:42	12:14:45	7:41/km	162	679	777	6:31	4:40
1943	M40-44	Newmarket ON	CAN	Management	3.8 km	1:03:17	1:03:17	1:39/100m	15	80	105	180 km	5:26:43	6:35:52	33.06 km/h	19	118	126	42.195 km	4:00:00	10:41:18	5:41/km	35	167	183	5:52	5:26
1944	M40-44	Cleveland Heights OH	USA	Physician	3.8 km	1:11:52	1:11:52	1:53/100m	73	369	455	180 km	5:58:04	7:17:13	30.16 km/h	126	501	563	42.195 km	4:34:06	11:55:19	6:29/km	128	542	622	7:17	4:00
																											
1946	M40-44	Millis MA	USA	Investment Management	3.8 km	1:29:40	1:29:40	2:21/100m	257	1253	1636	180 km	6:28:14	8:13:14	27.82 km/h	259	1140	1341	42.195 km	5:51:39	14:15:59	8:20/km	293	1327	1665	15:20	11:06
1947	M40-44	Toronto ON	CAN	Investment Management	3.8 km	1:11:42	1:11:42	1:53/100m	68	359	444	180 km	5:28:49	6:47:25	32.85 km/h	43	194	213	42.195 km	3:37:26	10:29:12	5:09/km	24	124	138	6:54	4:21
1948	M40-44	Amherst MA	USA	Teacher	3.8 km	1:16:35	1:16:35	2:00/100m	125	598	736	180 km	5:55:33	7:20:37	30.38 km/h	137	550	621	42.195 km	4:43:24	12:08:34	6:42/km	148	634	729	8:29	4:33
1949	M40-44	Kleinburg ON	CAN	Business Executive	3.8 km	1:24:37	1:24:37	2:13/100m	224	1037	1313	180 km	6:34:07	8:10:06	27.40 km/h	254	1114	1306	42.195 km	4:28:31	12:44:37	6:21/km	200	858	999	11:22	6:00
1950	M40-44	Campbell CA	USA	Real Estate	3.8 km	1:59:37	1:59:37	3:08/100m	353	1733	2354	180 km	4:35:58	6:51:35	39.14 km/h	55	235	258	42.195 km	--:--	--:--	--/km	--	--	--	16:00	--:--
1951	M40-44	Tecumseh ON	CAN	Other	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	13:29:46	13:29:46	19:11/km	258	1127	1360	--:--	--:--
1952	M40-44	Guangzhou	HKG	Business Owner	3.8 km	1:41:27	1:41:27	2:40/100m	319	1574	2100	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	12:17	--:--
1953	M40-44	Brampton ON	CAN	Electrician	3.8 km	1:13:11	1:13:11	1:55/100m	89	427	530	180 km	5:48:12	7:08:58	31.02 km/h	100	404	449	42.195 km	4:58:27	12:12:16	7:04/km	154	662	759	7:35	4:51
																											
1955	M40-44	Liverpool NY	USA	Computer Analyst	3.8 km	1:29:16	1:29:16	2:20/100m	252	1239	1619	180 km	7:45:07	9:28:40	23.22 km/h	336	1606	2096	42.195 km	6:06:12	15:46:50	8:40/km	331	1573	2097	14:17	11:58
1956	M40-44	Montreal QC	CAN	Engineer	3.8 km	1:32:21	1:32:21	2:25/100m	274	1351	1776	180 km	7:00:27	8:44:54	25.69 km/h	301	1389	1721	42.195 km	4:38:59	13:34:20	6:36/km	260	1160	1403	12:06	10:27
1957	M40-44	Guelph ON	CAN	Consultant	3.8 km	1:19:41	1:19:41	2:05/100m	174	793	989	180 km	5:52:47	7:23:30	30.61 km/h	144	592	667	42.195 km	5:09:09	12:37:25	7:19/km	192	810	943	11:02	4:46
1958	M40-44	Oshawa ON	CAN	Fire Fighter	3.8 km	1:11:21	1:11:21	1:52/100m	62	340	423	180 km	5:30:27	6:48:21	32.68 km/h	46	199	218	42.195 km	4:16:45	11:10:18	6:05/km	61	272	303	6:33	5:12
1959	M40-44	North Kingstown RI	USA	Consultant	3.8 km	1:16:49	1:16:49	2:01/100m	131	614	754	180 km	5:34:44	6:58:42	32.26 km/h	70	292	321	42.195 km	3:53:28	10:55:35	5:31/km	53	215	235	7:09	3:25
1960	M40-44	New York NY	CAN	Consultant	3.8 km	1:10:35	1:10:35	1:51/100m	55	303	377	180 km	5:39:44	6:59:24	31.79 km/h	72	300	329	42.195 km	4:07:00	11:11:24	5:51/km	62	278	310	9:05	5:00
1961	M40-44	Fridley MN	USA	Fire Fighter	3.8 km	1:12:11	1:12:11	1:53/100m	79	391	479	180 km	5:40:31	7:00:19	31.72 km/h	78	313	343	42.195 km	3:51:53	10:55:44	5:29/km	54	217	237	7:37	3:32
1962	M40-44	Charlotte NC	USA	Financial Analyst	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
1963	M40-44	Monroe Township NJ	USA	Accountant	3.8 km	1:36:19	1:36:19	2:32/100m	297	1457	1926	180 km	7:58:39	9:44:26	22.56 km/h	345	1664	2206	42.195 km	6:07:43	16:03:07	8:42/km	335	1602	2142	9:28	10:58
1964	M40-44	St-Jerome QC	CAN	Contractor	3.8 km	1:29:32	1:29:32	2:21/100m	256	1250	1633	180 km	5:25:11	7:03:58	33.21 km/h	88	344	382	42.195 km	5:36:54	12:46:39	7:59/km	203	870	1014	9:15	5:47
1965	M40-44	West Northfield NS	CAN	Management	3.8 km	1:29:20	1:29:20	2:21/100m	253	1242	1624	180 km	7:44:34	9:28:04	23.25 km/h	335	1604	2092	42.195 km	5:43:15	15:20:09	8:08/km	322	1516	2001	14:10	8:50
																											
1967	M40-44	Crescent PA	USA	Accountant	3.8 km	1:17:15	1:17:15	2:01/100m	137	630	779	180 km	6:27:43	7:55:36	27.86 km/h	220	970	1112	42.195 km	4:30:25	12:34:12	6:24/km	187	794	920	10:38	8:11
																											
1969	M40-44	Austin TX	USA	Other	3.8 km	1:14:39	1:14:39	1:57/100m	98	479	595	180 km	6:27:46	7:53:29	27.85 km/h	212	939	1074	42.195 km	4:44:18	12:47:14	6:44/km	204	874	1019	11:04	9:27
1970	M40-44	New York NY	USA	Business Executive	3.8 km	1:21:00	1:21:00	2:07/100m	194	860	1088	180 km	6:21:50	7:50:28	28.28 km/h	202	894	1024	42.195 km	5:23:28	13:17:47	7:39/km	241	1055	1260	7:38	3:51
1971	M40-44	Oradell NJ	JPN	Marketing	3.8 km	1:34:15	1:34:15	2:28/100m	289	1411	1851	180 km	7:03:07	8:51:08	25.52 km/h	309	1427	1784	42.195 km	6:34:18	15:35:16	9:20/km	327	1553	2063	13:46	9:50
1972	M40-44	Belleriver ON	CAN	Management	3.8 km	1:11:26	1:11:26	1:52/100m	63	345	429	180 km	8:04:33	9:25:54	22.29 km/h	334	1595	2076	42.195 km	5:51:41	15:21:53	8:20/km	324	1521	2011	9:55	4:18
1973	M40-44	St. John's NL	CAN	Engineer	3.8 km	1:40:02	1:40:02	2:37/100m	309	1538	2047	180 km	6:51:39	8:48:00	26.24 km/h	304	1407	1748	42.195 km	4:03:22	13:01:09	5:46/km	224	953	1126	16:19	9:47
1974	M40-44	North Hollywood CA	USA	Other	3.8 km	1:23:58	1:23:58	2:12/100m	219	1011	1275	180 km	6:35:30	8:07:56	27.31 km/h	250	1098	1280	42.195 km	5:11:22	13:23:46	7:22/km	250	1093	1306	8:28	4:28
																											
1976	M40-44	Varennes QC	CAN	Engineer	3.8 km	1:12:41	1:12:41	1:54/100m	84	412	509	180 km	5:55:18	7:15:53	30.40 km/h	123	487	543	42.195 km	4:35:28	11:57:37	6:31/km	131	560	642	7:54	6:16
1977	M40-44	Puebla	MEX	Business Owner	3.8 km	1:11:13	1:11:13	1:52/100m	60	336	418	180 km	5:57:11	7:19:03	30.24 km/h	131	527	595	42.195 km	4:32:52	11:59:40	6:28/km	136	573	658	10:39	7:45
1978	M40-44	White GA	USA	Fire Fighter	3.8 km	1:07:46	1:07:46	1:47/100m	27	195	250	180 km	5:31:12	6:46:47	32.61 km/h	41	188	205	42.195 km	4:04:45	10:55:25	5:48/km	52	214	234	7:49	3:53
1979	M40-44	Montreal-Ouest QC	CAN	Scientist	3.8 km	1:02:27	1:02:27	1:38/100m	9	70	87	180 km	6:44:06	7:58:13	26.73 km/h	227	997	1145	42.195 km	4:48:23	12:55:25	6:50/km	218	920	1081	11:40	8:49
1980	M40-44	Yarmouth County NS	CAN	Business Owner	3.8 km	1:42:29	1:42:29	2:41/100m	322	1594	2125	180 km	6:02:46	7:53:56	29.77 km/h	213	947	1082	42.195 km	5:05:25	13:05:38	7:14/km	229	980	1167	8:41	6:17
1981	M40-44	Bradford ON	CAN	Management	3.8 km	1:17:19	1:17:19	2:02/100m	141	637	787	180 km	6:24:59	7:51:36	28.05 km/h	206	906	1039	42.195 km	5:11:53	13:13:43	7:23/km	235	1030	1230	9:18	10:14
1982	M40-44	Saint-Jean-Sur-Richelieu QC	CAN	Fire Fighter	3.8 km	1:16:20	1:16:20	2:00/100m	120	583	717	180 km	6:05:07	7:30:32	29.58 km/h	166	674	756	42.195 km	4:22:16	11:57:44	6:12/km	132	562	644	9:05	4:56
1983	M40-44	East Greenwich RI	USA	Pharmacist	3.8 km	1:40:13	1:40:13	2:38/100m	310	1544	2054	180 km	6:12:56	8:02:28	28.96 km/h	242	1044	1202	42.195 km	5:00:11	13:06:46	7:06/km	231	987	1175	9:19	4:07
1984	M40-44	Westfield NJ	USA	Clergy	3.8 km	1:30:31	1:30:31	2:22/100m	263	1286	1681	180 km	7:53:08	9:37:06	22.83 km/h	339	1635	2158	42.195 km	6:33:36	16:18:37	9:19/km	338	1624	2189	13:27	7:55
1985	M40-44	Quebec QC	CAN	Fire Fighter	3.8 km	1:07:21	1:07:21	1:46/100m	24	180	231	180 km	5:09:29	6:21:55	34.90 km/h	6	60	64	42.195 km	3:52:35	10:17:36	5:30/km	16	95	104	5:05	3:06
1986	M40-44	Sherbrooke QC	CAN	Salesperson	3.8 km	1:20:48	1:20:48	2:07/100m	190	850	1071	180 km	5:49:01	7:19:57	30.94 km/h	135	539	608	42.195 km	4:25:07	11:52:10	6:16/km	121	518	596	10:08	7:06
1987	M40-44	Canton CT	USA	Financial Analyst	3.8 km	1:25:04	1:25:04	2:14/100m	229	1071	1353	180 km	5:56:27	7:30:25	30.30 km/h	165	673	755	42.195 km	4:36:29	12:12:27	6:33/km	155	663	760	8:54	5:33
1988	M40-44	Laval QC	CAN	Airline Pilot	3.8 km	1:55:16	1:55:16	3:02/100m	348	1706	2303	180 km	6:44:25	8:53:17	26.71 km/h	312	1443	1811	42.195 km	5:00:58	14:01:13	7:07/km	279	1266	1573	13:36	6:58
1989	M40-44	Schwenksville PA	USA	Financial Analyst	3.8 km	1:25:29	1:25:29	2:14/100m	233	1094	1386	180 km	6:54:33	8:31:06	26.05 km/h	285	1283	1555	42.195 km	6:37:40	15:18:53	9:25/km	321	1512	1994	11:04	10:07
1990	M40-44	Pickering ON	CAN	Consultant	3.8 km	1:56:57	1:56:57	3:04/100m	350	1716	2321	180 km	7:38:35	9:46:25	23.55 km/h	346	1669	2218	42.195 km	--:--	--:--	--/km	--	--	--	10:53	11:22
1991	M40-44	Woodridge IL	USA	Business Owner	3.8 km	1:52:49	1:52:49	2:58/100m	347	1698	2287	180 km	6:32:54	8:36:56	27.49 km/h	292	1339	1637	42.195 km	5:34:57	14:20:30	7:56/km	294	1344	1692	11:13	8:37
																											
																											
1994	M40-44	Quebec QC	CAN	Other	3.8 km	1:08:38	1:08:38	1:48/100m	36	224	282	180 km	5:24:13	6:41:06	33.31 km/h	27	152	163	42.195 km	3:42:42	10:28:18	5:16/km	20	117	131	8:15	4:30
1995	M40-44	Ancaster ON	CAN	Sales Manager	3.8 km	1:18:50	1:18:50	2:04/100m	159	735	911	180 km	6:10:17	7:39:10	29.17 km/h	184	769	867	42.195 km	5:28:53	13:11:57	7:47/km	234	1021	1218	10:03	3:54
																											
1997	M40-44	Tesimo	ITA	Other	3.8 km	58:41	58:41	1:32/100m	2	25	29	180 km	4:58:45	6:02:05	36.15 km/h	1	18	20	42.195 km	3:35:49	9:39:55	5:06/km	4	27	29	4:39	2:01
1998	M40-44	Sacre-Coeur QC	CAN	Other	3.8 km	1:16:18	1:16:18	2:00/100m	118	580	714	180 km	5:37:02	7:00:15	32.04 km/h	77	312	342	42.195 km	4:08:25	11:16:52	5:53/km	68	304	344	6:55	8:12
1999	M40-44	Ste-Brigitte-De-Laval QC	CAN	Retired	3.8 km	1:15:59	1:15:59	1:59/100m	116	561	691	180 km	5:16:29	6:39:59	34.13 km/h	25	145	156	42.195 km	3:52:36	10:37:01	5:30/km	32	152	168	7:31	4:26
2000	M40-44	St Jean Sur Richelieu QC	CAN	Sales Manager	3.8 km	1:39:50	1:39:50	2:37/100m	308	1536	2043	180 km	6:47:00	8:33:59	26.54 km/h	288	1311	1595	42.195 km	5:33:55	14:14:43	7:54/km	290	1318	1651	7:09	6:49
2001	M40-44	Montreal QC	CAN	Physician	3.8 km	1:20:54	1:20:54	2:07/100m	191	855	1078	180 km	6:07:22	7:38:15	29.40 km/h	183	762	859	42.195 km	4:10:08	11:54:19	5:55/km	127	537	617	9:59	5:56
2002	M40-44	Blainville QC	CAN	Management	3.8 km	1:20:17	1:20:17	2:06/100m	184	821	1035	180 km	6:00:09	7:28:09	29.99 km/h	155	640	722	42.195 km	5:11:14	12:46:17	7:22/km	202	867	1010	7:43	6:54
2003	M40-44	Montreal QC	CAN	Fire Fighter	3.8 km	1:30:05	1:30:05	2:22/100m	259	1266	1656	180 km	6:13:43	7:53:26	28.90 km/h	211	937	1072	42.195 km	5:26:12	13:27:15	7:43/km	255	1114	1335	9:38	7:37
2004	M40-44	Quebec QC	CAN	Management	3.8 km	1:29:11	1:29:11	2:20/100m	251	1230	1610	180 km	6:42:19	8:24:30	26.84 km/h	275	1232	1475	42.195 km	6:11:14	14:44:54	8:47/km	304	1417	1825	13:00	9:10
																											
2006	M40-44	San Jose CA	USA	Engineer	3.8 km	1:14:14	1:14:14	1:57/100m	94	461	572	180 km	6:23:15	7:45:48	28.18 km/h	192	833	948	42.195 km	4:54:21	12:44:13	6:58/km	199	856	997	8:19	4:04
2007	M40-44	Acton ME	USA	Consultant	3.8 km	1:10:33	1:10:33	1:51/100m	54	300	374	180 km	6:49:47	8:07:10	26.36 km/h	248	1090	1270	42.195 km	5:01:11	13:14:20	7:08/km	236	1034	1235	6:50	5:59
2008	M40-44	Hastings-On-Hudson NY	USA	Scientist	3.8 km	1:09:57	1:09:57	1:50/100m	47	272	344	180 km	6:45:43	8:04:58	26.62 km/h	244	1071	1237	42.195 km	4:26:36	12:36:23	6:19/km	190	804	937	9:18	4:49
2009	M40-44	Phoenix AZ	USA	Real Estate	3.8 km	1:24:17	1:24:17	2:13/100m	221	1022	1294	180 km	6:37:15	8:09:51	27.19 km/h	253	1113	1305	42.195 km	5:49:01	14:06:28	8:16/km	283	1290	1606	8:19	7:36
2010	M40-44	Markham ON	CAN	Engineer	3.8 km	1:16:48	1:16:48	2:01/100m	130	613	753	180 km	6:02:25	7:26:09	29.80 km/h	152	624	704	42.195 km	4:18:36	11:48:39	6:07/km	117	494	568	6:56	3:54
2011	M40-44	Edmonton AB	CAN	Artist	3.8 km	1:33:43	1:33:43	2:27/100m	286	1397	1829	180 km	6:56:31	8:42:41	25.93 km/h	298	1373	1692	42.195 km	6:04:23	14:54:19	8:38/km	308	1450	1883	12:27	7:15
2012	M40-44	Laval QC	CAN	Electrician	3.8 km	1:10:54	1:10:54	1:51/100m	58	318	394	180 km	5:53:40	7:13:05	30.54 km/h	109	451	502	42.195 km	4:46:36	12:07:04	6:47/km	145	621	714	8:31	7:23
2013	M40-44	Ottawa ON	CHE	Engineer	3.8 km	1:44:13	1:44:13	2:44/100m	327	1620	2163	180 km	6:34:41	8:29:58	27.36 km/h	283	1276	1540	42.195 km	4:59:53	13:35:17	7:06/km	261	1166	1409	11:04	5:26
																											
2015	M40-44	Montreal QC	CAN	Business Owner	3.8 km	1:19:54	1:19:54	2:06/100m	176	804	1006	180 km	5:47:56	7:13:51	31.04 km/h	113	460	512	42.195 km	4:38:56	11:55:47	6:36/km	129	546	626	6:01	3:00
2016	M40-44	Milford CT	USA	Physician	3.8 km	1:46:55	1:46:55	2:48/100m	336	1654	2222	180 km	7:42:57	9:42:37	23.33 km/h	343	1657	2196	42.195 km	6:34:34	16:24:37	9:21/km	340	1634	2205	12:45	7:26
2017	M40-44	Lunenburg MA	USA	Teacher	3.8 km	1:18:47	1:18:47	2:04/100m	157	726	902	180 km	6:31:04	7:59:59	27.62 km/h	235	1016	1170	42.195 km	4:32:34	12:38:16	6:27/km	193	818	952	10:08	5:43
2018	M40-44	Mountainside NJ	USA	Computer Analyst	3.8 km	1:49:48	1:49:48	2:53/100m	343	1682	2262	180 km	7:39:05	9:42:06	23.53 km/h	342	1656	2191	42.195 km	6:06:25	15:57:57	8:41/km	334	1592	2127	13:13	9:26
2019	M40-44	Saint-Basile-Le-Grand QC	CAN	Other	3.8 km	1:17:40	1:17:40	2:02/100m	144	655	814	180 km	6:07:45	7:33:40	29.37 km/h	174	714	804	42.195 km	4:55:47	12:35:37	7:00/km	189	800	932	8:15	6:10
2020	M40-44	Laval QC	CAN	Teacher	3.8 km	1:31:09	1:31:09	2:23/100m	267	1311	1714	180 km	5:47:37	7:28:32	31.07 km/h	156	647	729	42.195 km	4:28:15	12:01:38	6:21/km	138	583	669	9:46	4:51
2021	M40-44	Saint-Eustache QC	CAN	Other	3.8 km	1:45:18	1:45:18	2:46/100m	330	1632	2184	180 km	7:24:27	9:21:45	24.30 km/h	331	1579	2044	42.195 km	4:07:33	13:39:36	5:52/km	266	1190	1442	12:00	10:18
2022	M40-44	Valcartier QC	CAN	Laborer	3.8 km	1:25:15	1:25:15	2:14/100m	230	1080	1364	180 km	6:04:53	7:37:39	29.60 km/h	181	756	852	42.195 km	4:19:48	12:03:30	6:09/km	142	596	684	7:31	6:03
																											
2024	M40-44	Watertown MA	DEU	Business Executive	3.8 km	1:18:43	1:18:43	2:04/100m	156	722	898	180 km	6:46:21	8:13:57	26.58 km/h	260	1145	1348	42.195 km	4:39:03	13:01:44	6:36/km	225	955	1132	8:53	8:44
2025	M40-44	Maidens VA	USA	Other	3.8 km	1:14:34	1:14:34	1:57/100m	97	476	590	180 km	6:06:48	7:30:17	29.44 km/h	164	671	753	42.195 km	4:33:48	12:10:43	6:29/km	152	651	748	8:55	6:38
2026	M40-44	North Reading MA	USA	Management	3.8 km	1:11:48	1:11:48	1:53/100m	70	363	449	180 km	5:43:06	7:03:20	31.48 km/h	87	342	380	42.195 km	4:12:52	11:19:16	5:59/km	72	315	359	8:26	3:04
2027	M40-44	Toronto ON	ZAF	Management	3.8 km	1:16:20	1:16:20	2:00/100m	119	582	716	180 km	7:39:11	9:05:05	23.52 km/h	321	1501	1917	42.195 km	6:00:54	15:12:26	8:33/km	319	1502	1976	9:34	6:27
2028	M40-44	Gibsonia PA	USA	Consultant	3.8 km	1:07:55	1:07:55	1:47/100m	31	204	259	180 km	6:13:37	7:30:05	28.91 km/h	162	666	748	42.195 km	4:49:22	12:25:42	6:51/km	176	738	849	8:33	6:15
2029	M40-44	Simsbury CT	USA	Management	3.8 km	1:30:53	1:30:53	2:23/100m	265	1301	1700	180 km	6:15:17	7:55:29	28.78 km/h	218	964	1105	42.195 km	4:07:46	12:07:51	5:52/km	147	628	722	9:19	4:36
2030	M40-44	Saint Bruno QC	DEU	Other	3.8 km	1:32:59	1:32:59	2:26/100m	281	1375	1804	180 km	7:23:30	9:09:47	24.35 km/h	324	1519	1946	42.195 km	6:21:44	15:39:54	9:02/km	328	1559	2070	13:18	8:23
2031	M40-44	Chester Springs PA	USA	Sales Manager	3.8 km	1:22:55	1:22:55	2:10/100m	212	960	1211	180 km	7:10:46	8:42:48	25.07 km/h	299	1375	1697	42.195 km	6:28:15	15:16:31	9:12/km	320	1509	1990	9:07	5:28
2032	M40-44	Toronto ON	HUN	Culinary Arts	3.8 km	1:32:58	1:32:58	2:26/100m	280	1374	1803	180 km	6:10:35	7:52:55	29.14 km/h	210	930	1064	42.195 km	3:49:18	11:49:04	5:26/km	119	500	575	9:22	6:51
																											
2034	M40-44	Gatineau QC	CAN	Management	3.8 km	1:22:33	1:22:33	2:10/100m	207	944	1188	180 km	6:20:48	7:52:00	28.36 km/h	209	916	1049	42.195 km	5:00:00	12:57:09	7:06/km	221	928	1093	8:39	5:09
2035	M40-44	Doha	QAT	Banker	3.8 km	1:13:51	1:13:51	1:56/100m	92	450	560	180 km	5:07:52	6:26:44	35.08 km/h	11	76	84	42.195 km	3:51:23	10:20:42	5:29/km	18	100	109	5:01	2:35
2036	M40-44	Chateauguay QC	CAN	Computer Analyst	3.8 km	1:31:53	1:31:53	2:25/100m	270	1334	1754	180 km	6:35:41	8:20:37	27.29 km/h	268	1201	1427	42.195 km	5:43:21	14:11:22	8:08/km	286	1307	1635	13:03	7:24
2037	M40-44	Levis QC	CAN	Communications	3.8 km	1:20:03	1:20:03	2:06/100m	178	810	1019	180 km	5:49:01	7:15:16	30.94 km/h	119	479	532	42.195 km	4:02:43	11:20:44	5:45/km	75	323	368	6:12	2:45
2038	M40-44	St-Nicolas QC	CAN	Engineer	3.8 km	1:11:38	1:11:38	1:53/100m	65	353	438	180 km	5:54:37	7:12:59	30.46 km/h	108	448	498	42.195 km	4:20:28	11:36:04	6:10/km	96	411	469	6:44	2:37
2039	M40-44	McMurray PA	USA	Physician	3.8 km	1:17:08	1:17:08	2:01/100m	136	627	772	180 km	6:05:27	7:31:23	29.55 km/h	169	688	771	42.195 km	4:25:55	12:03:26	6:18/km	141	595	683	8:48	6:08
																											
2041	M40-44	Mississauga ON	CAN	Consultant	3.8 km	1:39:24	1:39:24	2:36/100m	304	1527	2026	180 km	6:34:50	8:24:06	27.35 km/h	273	1228	1469	42.195 km	5:13:46	13:46:22	7:26/km	271	1214	1489	9:52	8:30
																											
2043	M40-44	Nepean ON	CAN	Real Estate	3.8 km	1:20:09	1:20:09	2:06/100m	179	814	1025	180 km	6:21:06	7:51:45	28.34 km/h	207	911	1044	42.195 km	6:10:02	14:08:56	8:46/km	284	1296	1617	10:30	7:09
2044	M40-44	Worcester MA	USA	Driver	3.8 km	1:39:17	1:39:17	2:36/100m	303	1524	2020	180 km	6:02:31	7:50:09	29.79 km/h	199	887	1017	42.195 km	4:36:04	12:32:12	6:32/km	182	780	901	8:21	5:59
																											
2046	M40-44	Jonquiere QC	CAN	Construction	3.8 km	1:18:52	1:18:52	2:04/100m	161	737	914	180 km	5:58:34	7:24:40	30.12 km/h	148	606	683	42.195 km	4:24:11	11:53:40	6:15/km	124	530	610	7:14	4:49
2047	M40-44	Cape Elizabeth ME	USA	Other	3.8 km	1:01:20	1:01:20	1:36/100m	6	56	67	180 km	6:09:29	7:17:25	29.23 km/h	127	503	566	42.195 km	4:56:04	12:18:44	7:00/km	168	699	802	6:36	5:15
2048	M40-44	Avon CT	USA	Management	3.8 km	1:16:50	1:16:50	2:01/100m	132	616	756	180 km	5:33:52	7:00:21	32.35 km/h	79	314	344	42.195 km	4:34:21	11:40:20	6:30/km	101	429	491	9:39	5:38
2049	M40-44	Staten Island NY	USA	Management	3.8 km	1:43:10	1:43:10	2:42/100m	325	1610	2144	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	15:10	--:--
